BOOK_ID	ADV	DET	DOM	FANT	HIST	HOR	POL	REL	ROM	SCI	WAR	WEST
52	-1.0383369660625132	-1.0681912520941552	-0.06731385283909441	-1.1150455623645983	-0.47679660052073203	-1.2615685462033888	-1.1406058403230859	-0.19560826023195932	0.7413927052126448	-1.0592308635190326	-0.8313092459376336	-0.921828153301451
53	-0.9819398926671012	-0.6364978839318988	-0.11810228335581274	-1.0879799590897223	-0.2898033797200168	-1.483757195328483	-0.9066737306758558	-0.5807327727723791	-0.011778799817159902	-1.1990845366441094	-0.8791410241086004	-0.6634935552284111
62	-1.4374143505425208	-0.322605708613543	-0.9003916154781575	-1.2026746175189507	-0.011788648142237457	-1.0815009819392087	-1.1587225644519885	-0.37083179547537026	0.09548547235183491	-0.9350771259120298	-1.096113054741244	-1.0767852136555718
75	-1.0248219213649494	0.20200344788204505	-0.7588130861008837	-0.7300043648146175	-0.6597930195590367	-0.8397301140155893	-1.1335455620153385	-0.7217134746732898	-0.2091271306645578	-1.2420439062879716	-1.057981287211156	-0.937694566411036
80	-0.9160674192627544	-1.0613595418509898	0.9449954695645788	-1.1267152475652664	-0.6497562064596314	-0.9312697030476138	-0.7163350537304892	-0.7631703341396401	-0.25981917720654213	-1.483958920568401	-0.9226680702571811	-0.71651046725041
83	-0.8020812547914602	-0.9657743115566847	-0.30420856925364714	-0.668611876558622	-0.18952578115508611	-0.9299080629966935	-0.8284408518331728	-0.6480839078186191	0.33098301448385387	-1.1703758666979631	-0.7818333088018808	-0.778892810778997
86	-1.022585109341084	-0.9963647360144717	-0.15594371896666903	-1.027927447213596	0.5799212238431146	-1.2182657598887583	-0.9022031729538947	-1.0053090770745212	0.9060623467585025	-0.903686321641868	-0.9992911630088779	-0.9946359706961905
88	-0.5101009396230056	-0.9368587833876596	-1.1735386143926558	-0.9828802502668454	-0.3366604734805	-1.2644885488616784	-0.8486747422039326	-0.3311934375238622	-0.3511113586836525	-0.5766974584778992	-0.8394661902051951	-0.19141677772798238
101	-0.9291428329763536	-0.9201893410721557	-0.19791089081277513	-0.9240645592028891	-0.6228083938593898	-0.8234983005004941	-0.8640656248778806	-0.6426693539441967	0.38417196790742736	-1.1693832677650478	-0.8089642225039781	-0.6364862568607238
107	0.8150521617948476	-0.9361297490920797	-1.4061801367574878	-0.5390867849436044	0.7602628178529338	-1.0712137594753155	-0.8546791262912884	-0.4993459502078681	-0.6887970124751455	-0.8724111785990929	-0.8796046305318297	-1.011274916431297
117	-1.032729739870986	-0.8277369047127233	-0.41857592650554676	-0.4140118082396217	-0.10250455746680187	-0.8570386700439986	-1.1245834654183051	-0.5226038000935954	0.28691190219210905	-1.3566990384711168	-0.8773601414241965	-0.6995126162447803
126	-0.9439456071543879	-0.5208774869073194	-0.8221732073598098	-1.2886237544906811	-0.7465208231033307	-1.2066648166114202	-0.8896856971823057	-0.3093890070572928	-0.4943211198756028	-0.5266490568038771	-1.3291827056144925	-0.6010945636464603
130	-0.7004749672316261	-1.0423808112324018	0.13962417517857295	-0.8819234690692261	-0.44130440669844906	-0.9247241221727936	-0.9785987276571242	-0.784813716891017	0.5504943228574999	-1.19223091680092	-1.0035271337953764	-0.8812248108285158
147	-0.6447924433069714	-1.2161936763473338	-1.474554060875764	-0.5406693387218934	-0.44535944415720274	-1.6429350126424076	-1.1299162828297198	-0.9432500138734454	-0.717357001827083	-0.7272399065705383	-0.799663820164246	0.6711521349057197
154	-0.7792351967158252	0.0074797137464407415	-0.5063906354636577	-0.9516500464527498	-0.43793467657687923	-1.2293633815676097	-0.8494446002918332	-0.6347621216349895	-0.1615089545547298	-1.3537770331317784	-0.7975271388179306	-0.8358614299176237
164	-1.4410442224871112	-0.881291526449107	-0.5072097065161152	-1.0281605900567095	0.8664317319268113	-0.9516524398987074	-0.9064897456711181	-0.6986815136550475	-0.10745587595979778	-1.3418970188026547	-1.0178002173361145	-0.8706562909754119
167	-0.6466479369304052	-0.578015463774427	-0.7600817313908639	-0.4564331153920167	-0.629222089634395	-1.1827416090368241	-0.9770219462413936	-1.1167950269877132	0.09038718934703072	-1.1649314529615498	-0.8154331283266332	-0.82132852738483
169	-0.8771949132212623	-0.4262298739813318	-1.2778258374699343	-1.1987382459032498	-0.5953186957307661	-1.1684590772121255	-1.061972494675541	-0.8838668234060463	0.21538816142393208	-0.6671089097007992	-0.9094141032750384	-0.7983065415594359
179	-0.6309877516982599	0.5020060050894583	-1.530095020016094	-1.4155650151807755	-0.4347610196894637	-0.9721166992152823	-0.8866527528035756	-0.9645279960040856	-0.3759581208756493	-0.8083734709240759	-1.125099511378181	-0.8425362401776788
180	-1.1459115307826395	0.6856043615233353	-1.5873027803012236	-1.1492279188177958	-0.8581986042066045	-1.2468021428873695	-0.7018197155148449	-0.7824481455347541	-0.5702409306134673	-1.129801963287163	-1.2409202149075285	-0.8137160457655728
183	-0.6406163066489109	-1.287782034711773	-0.09330130813094906	-1.106268411422197	0.01806171035453863	-1.0436474572064849	-0.6897449481709461	-0.8745449184729219	0.21385314647650283	-1.1107054130655274	-0.5576788895139488	-0.8517404496221487
186	-0.9845902210348781	-1.0251505838106367	-0.02176841935829099	-0.733333705381219	-0.629834636207345	-0.8676413255561652	-0.8928898033416824	-0.7000880741226772	-0.720467885823799	-0.6304260197400475	-1.0781192733353038	-0.8477281000685097
187	-1.5108635930658965	-0.6967163885144596	-0.3924251469520287	-0.8488092926700109	-0.5350109994707806	-0.9235147743662868	-0.9320337656105199	-0.4611121147845598	-0.5210867115542872	-0.8289206992873341	-1.2162521811595877	-0.8414688302974831
194	-0.8613013785246961	-0.8777611462654432	-0.3085267001065899	-0.9758509719380892	-0.9888404474906447	-1.1682995923243935	-1.0157559508350122	-0.1460579226322033	0.2731555475089187	-1.0621824162549522	-1.0026302488314902	-0.7694178057244296
195	-1.1837572115903414	-1.4019423093674381	-0.694424903433618	-0.695744749067616	0.08090590735817105	-1.2573918243731814	-0.68082154443366	-0.558129611867193	-0.24399157054388143	-1.0284068865307454	0.23823399356068642	-0.7238034445241005
198	-0.8123306171686885	-0.5871103472490926	-0.04768808779457445	-1.4111375284872856	-0.7279186185539521	-1.1089897606787957	-1.0680945116730463	-0.5646336039721387	-0.5929029219286945	-1.0320852811065797	-0.8436807684667802	-0.496179120938125
201	-0.6564404459240285	0.4870091165516127	-1.693758555364904	-1.0928762242699934	-0.510715898613598	-1.426675297083166	-0.958586354496201	-0.7833385330992928	-0.387057206790563	-1.4158319697675439	-1.1486975767339138	-0.33977128274144086
204	-1.227727230296928	-0.5913641943888914	-1.7371710966779264	-1.2670027480749204	1.0122169133121988	-1.33653785068767	-0.6292050136662926	-1.0193976016327715	-1.0048961212029324	-0.9008408450722251	0.21927721868639483	-0.8771210245317623
205	-0.9769019116108683	-1.6386022004243161	-0.42088056545435515	-0.6890208175319976	-0.38150577517501094	-0.9540700991499395	-0.7706968359571039	-0.7442006127445584	0.2737218312157869	-1.0688407119841943	-0.3222860155666696	-0.5396188112859865
215	-1.1925688404037786	-0.7648532721568317	-0.5771911966682952	-0.8458496772470296	-0.4282805868351981	-0.8842017937406397	-0.739663083812022	-0.23336714010121695	-0.04719435649239789	-0.949359010568793	-1.0940513227887452	-0.6307579016532455
221	-0.9040901360571209	-0.3110958832469254	-0.40490867803723407	-0.6095747167132275	-1.033763270241217	-0.8924938516904667	-1.0227769743256052	-0.528792997763996	-0.07838049946848968	-1.069162905579108	-1.379827328534962	-1.1030636242476384
227	-0.34774838836846644	-0.8122931544223027	-0.706411900163657	-0.3804617436309201	-0.30009052755135124	-0.8284728870224615	-0.9137947849389852	-0.4603331267913031	0.07573597991224884	-1.2829457981197945	-0.9445202672901494	-1.1152886054556137
230	-0.9063722679901391	-1.00831497635393	-0.0838035356543465	-0.7558859809124067	-0.33869375892501097	-0.9129821310172226	-0.8686399606793305	-0.9034958273838112	1.1364349908735036	-1.5075690547383602	-1.0990324178855535	-0.7216216470459309
241	-0.810814408889188	-0.8221913545074604	-0.32211934260901887	-1.3775458870892834	-0.0690169574289663	-1.302683363692837	-0.6865093780067868	-0.5187425774871859	-0.17569061502127514	-1.2658270486269336	-0.7092716854049244	-0.8158700190397875
243	-0.7445332747572468	-0.5565399419944549	-1.0060262056419602	-0.9720587910700139	-0.7488781367205932	-1.1447498555741702	-0.775126566636215	-0.8430566106602991	-0.3022498627779068	-1.187347634645456	-1.0458986917236042	0.2724517043091068
244	-0.6427275586207242	-1.0048668218994128	-0.6787917672117205	-0.814336911809419	-0.4366168028945291	-1.2492705735018714	-1.0279431091776465	-0.735240613647326	-0.15720148507761988	-1.1243246136617644	-1.0881356564645372	0.24964999901260576
245	-1.3708955070308662	-0.1737494842361741	-0.7111635504356045	-0.35944638374767224	-0.7809970962769723	-0.9402147835688407	-0.9793105142106519	-1.3287628882643459	-0.4427527030028098	-0.939216249424961	-1.162960103687547	-0.9448333961923934
249	-1.0038351547690605	-1.3048487852753414	0.08382805487700162	-0.7621388985155158	-0.5984187095341775	-0.9994137986454351	-0.6794537148169293	-0.5025455971566042	-0.8323538777784671	-0.20603488057599573	-1.167927873800266	-1.1148292757764122
252	-0.8292231182782346	-1.3705602857448822	-0.5042034857467952	-0.8904044304419527	-0.09517642885408639	-0.9700046916024941	0.8936818556109563	-0.6075227673340063	0.879111035529069	-1.2912847240360485	-0.8774513861346773	-0.44612711770848734
253	-1.2777870513402876	-1.1720265359301683	0.35424003089443423	-1.2174076117986925	-0.2076582367889106	-1.1400159787224544	-0.7734256794312394	-0.4087289088961279	-0.10337199541293052	-1.2639045016606076	-0.8310666546586357	-0.8483104032110168
277	-0.7989533894783111	-0.9533573622973635	0.11469388600751751	-1.271198441073986	0.5993096937472313	-1.2982549617523516	-0.5841367293808825	-0.664784786311241	-0.5295573393135056	-1.2811379192763925	-0.7381396719276951	-0.6741260162636433
278	-1.065528412149083	-1.1068326000785613	0.0014335664271940551	-1.1705165277169909	-0.32575731040677025	-1.3911812155017684	-0.7943868891344268	-0.26030969605672194	0.194263381426859	-1.0920432489337402	-0.9045134222453588	-1.101325594692951
291	-0.6498089957291228	-1.4050053107358682	-0.48665024102801435	-0.862885759524592	-0.41077228518427966	-1.1646864123917071	-0.7009255169088746	-0.4629256213181546	-0.05726776336670192	-0.8167502856985852	-0.6120449600790812	-0.5498572576530425
294	-0.7356446454547514	-0.5643429658151654	-0.6660000158065704	-0.8359845863663338	-0.7882671000249641	-1.3677565321709713	-1.0709728758437722	-0.7239925588191967	0.28908108990348313	-1.2664799506493027	-0.952427072897378	-0.9295082648884679
309	-0.9165346449986348	-0.6671798145947269	-0.7950122623909542	-1.1328499301252586	-0.6297962898072749	-1.1956502442302956	-1.0776238023456166	-0.7122353270226822	0.3011432937953718	-1.0625792957193858	-0.9973664699246829	-0.3078233273779216
310	-0.745569849527934	-0.36230144770562495	-1.0097239214744196	-0.5048471963958614	-0.58853955699613	-1.1684715280225255	-0.8717061194035829	-0.8853245623570994	-0.23512807250648238	-1.1904463323746046	-1.2693412093341478	-0.03446656518913971
312	-1.0191475402198915	-1.3571347991249385	-0.12408071614258276	-0.5112804304201162	-0.778236808818838	-0.7633001032468776	-0.6655135525642387	-0.3690981358771811	-0.8569396503562645	-0.2822027436874243	-1.3671459504117751	-1.218979550392957
324	-0.45225953085298276	-0.7427283122325482	-0.6646413768695463	-1.0481600150871395	-0.0896914512512893	-1.1915123383580049	-0.22977084965157457	-0.7529298030267375	-0.04376489236520198	-0.9941155135067438	-1.0313014679247225	-0.08069199014462414
331	-0.8669318963434032	-1.1776453832852032	-0.5820312094624115	-0.8609177099533667	0.5530790106639751	-0.8043586991099471	-0.9217177975931234	-0.37142057700018516	-0.11068156233800386	-0.9646475261458575	-0.9524503962252379	-0.7541711987961526
332	-0.8496792112765139	-1.1950539936509819	-0.3647006649685859	-0.7973078791739223	-0.5079030481831588	-0.8282248965413737	-0.8848782897493532	-0.09375245850347314	0.2429013865523849	-1.1632712587305891	-0.91931225204147	-0.644301438513041
333	-1.3147795871793866	-0.5589562774124405	-1.400287646551113	-0.9676889117699392	-0.7330576573636436	-1.0024873456995254	-0.7893933592888265	-0.8569153204365275	0.21725844139376405	-0.9174755909592596	-1.2502198784960736	-0.572528270861494
339	-0.8483067670355297	-0.4017361293769812	-0.605190121383318	-0.6341051553280278	-0.5681949766648255	-1.033366623967254	-0.9073368100444668	-1.1017442138734892	-0.177240513794653	-1.4077151545236617	-0.6266734080405212	-0.8686866735785148
348	-1.0520348081848825	-0.7080592949254898	-0.49628805931283826	-0.8056174938325193	-0.23733414858232615	-1.508297515533262	-0.8800357724736012	-0.7715657643021818	0.3433547586210659	-1.2989036526670188	-1.0785305517421868	-0.651993923510391
353	-0.8812167115141657	-0.11197709548524537	-0.5591481745295389	-0.6558169030602403	-0.6495665170583793	-0.8859233097302879	-1.1421000911941683	-0.9149749548706082	0.0023480347947174574	-1.2654138496396916	-0.9566246119982222	-0.9972850285952277
368	-0.8691487738345467	-0.7789101014443639	-1.3220915423895376	-1.144403720455329	0.5507167054350086	-0.8729154461014139	-0.9712133423041334	-1.0190889948335458	0.5354741470573168	-0.7195675640955019	-0.8832081643086939	-0.8288211458727244
381	-1.189506392164557	-0.6698322283391259	-0.3163539187417981	-0.8806698989306989	-0.8977672553804461	-0.8423470819105644	-0.7816694341331027	-1.0664386572922568	0.8807363589846887	-0.8853503675451713	-0.9613722908156642	-0.9836971792934364
390	-1.1004363043397822	-1.314187899830654	-0.3901930983005457	-0.8441265022011937	-0.5900950138475007	-1.060132126410429	-1.0107940633552683	-0.7305658154140727	0.9579813246680142	-1.1030480153804472	-0.9249136367946483	-0.8039632249212878
401	-0.8715549420038843	0.7852000956113282	-1.7697317765399099	-0.7483992882378244	-0.8371335843066576	-1.1478247281322618	-1.1842476370539177	-0.8719037811078484	-0.411222293850362	-1.0407565935016023	-1.2155318674229494	-0.7441744986453555
402	-1.0297643956376854	-0.8388019352582279	-0.4366658185523814	-1.06131299840073	-0.7468033824371427	-1.1094168298341958	-0.9607442550682865	-0.656309652539987	0.8428090354865163	-1.2289358848700154	-1.0911039141834424	-0.5837761637367459
403	-0.8903095562160256	-1.1177680190664665	-0.5605822817518881	-0.8142326155057595	-0.6222403979188003	-0.8374672366324816	-0.9606620559492182	-0.24933622589634385	0.8812909948857894	-1.233438623185191	-1.058099394287284	-0.8069737748958997
405	-0.6557807755939247	-1.3716514009798453	-1.3566501638258717	-0.7013416603349711	-0.6535902058225016	-1.4468047512310243	-1.0623030441360797	-1.1439082225814996	-0.7166871278283828	-0.4647880898614006	-0.6657460591796797	0.6795145027539695
410	-1.009670653984951	-1.2153382817333345	-0.18627998348840058	-0.974572892827209	-0.7277764232401411	-1.045420502542733	-0.9441275055536945	-0.23993350582016915	0.3299752193513457	-0.9721936594541819	-0.9549779472956857	-0.9096044819278579
411	-0.8672367764020215	-0.986039361062018	0.2029414473720843	-1.0480576422573784	-0.3890822972421264	-1.0827121798210897	-0.8494879146698456	-0.8837422753857401	0.31731815807411046	-1.1572808793649418	-1.0066285188809827	-0.7308327341670735
419	-1.0151300893140782	-0.6804751514421269	-0.2888552227189307	-1.371316674772308	-0.46332386141559123	-0.9093919316874706	-1.0249815433356766	-0.7584311408586879	-0.2677055436589667	-1.1262194348709667	-0.9798429140931693	-0.7612802400093239
422	-0.4918604560685382	-0.6287589723841562	-0.5896208275551367	-0.7119419877939308	-0.2821761627380943	-1.044632091443007	-0.5741238440721879	-0.7259014477795293	0.11151711734244352	-1.2328152541160273	-0.9123567983680139	-0.9669887782389471
423	-0.482580695481576	-0.7168646659050776	-0.7529710009297733	-0.4703308193183148	-0.5326781816748747	-0.8781169736193828	-0.8191951682131029	-1.057520095742564	0.1527891469020083	-1.12866159536111	-1.0541051906884662	-0.7542749859269935
433	-0.607486230905277	-0.861956824753123	-0.3355196514387154	-1.263235916197147	-0.3203737765595661	-1.345034482685119	-0.4263198602326177	-1.0278208388772105	-0.19372750872495192	-1.1980374057243408	-0.6719414958264287	-0.33783808757094824
434	-0.7891761046868293	-0.5597424087780305	-0.3875130464429031	-0.8898921348522473	-0.427583643770198	-0.9084066882212574	-0.9704902412211033	-0.7230959941177763	-0.4294999415334748	-1.064167016256081	-0.8807383389144597	-0.9606931744051861
435	-1.0439755259678671	-1.038450354092335	-0.9932669525062907	-0.7788512255072023	0.007065289384804996	-0.9668644118867528	-0.8116185253088608	-0.04144366604281702	-0.2360281987191185	-1.0195543152823485	-1.0144515821978999	-0.37311878679043275
449	-0.7091766828931864	-0.7494636718890374	-1.066108495907703	-0.8845194805673224	-0.69662081449075	-1.0926252186971785	-0.7255347217569673	-0.9305976366608791	-0.20004785653972956	-1.0872695755515511	-0.901411806905269	0.9117581873379215
450	-0.8846100380829809	-0.5915030948815636	-0.7668923487089093	-0.9095419169836962	-0.4777983121341969	-1.369899616113573	-0.7043151483944248	-1.0766314933950483	-0.12701667377448067	-1.1169712590720526	-0.7461107688996602	-0.07813675054154834
457	-0.8155108675352184	-1.3596704594668654	-0.2205675544935939	-1.0797748270226526	-0.200686028593824	-1.1702695310106992	-0.7909281087105868	-0.15803816884978616	0.06114026576800935	-1.001970007905634	-0.9317767878001414	-0.805024585102325
467	-0.8694307136272676	-0.2477457904189434	-1.0374600852697275	-1.4830254892082297	-0.761985247457468	-1.1792793524398473	-0.9003579031709636	-0.7929087905088932	-0.734224533575089	-0.7891946494213501	-1.1238538680820496	-0.4908082773699297
473	-1.1379975548348469	-0.5622956596505199	-0.93083954799397	-0.48273770464873245	-0.9467041312299196	-0.9840018487303052	-1.0720376881337264	-0.48547575033283785	0.12939646755774137	-0.539178732689442	-1.2387939333480313	-1.0034598695688435
475	-0.7727566749751927	0.7511676092363114	-1.8285741449369923	-0.8201376580120644	-0.6355519738778479	-1.340653607288078	-0.9482714392838608	-0.9847851568423495	-1.221007048970367	-1.1917665867832101	-1.2894800446148729	-0.21823198618113449
479	-0.9094175118703294	-1.5287422156429566	0.04789242402600724	-0.8567205074940119	-0.29746850231544875	-1.0879241294812756	-0.6753135534567754	-0.5421803889104205	0.7729730448768561	-1.0279838983616258	-0.6850992574375181	-0.8368807780965563
487	-0.9161607360788407	-0.9600553270172008	-0.9156214780879809	-0.527721869765444	-0.6029106582838291	-0.788735392295455	-0.8693537833349948	-0.8561779941181206	0.8717286177095656	-0.7610010313587362	-1.2169544714526643	-0.8696267627278514
494	-0.8691487738345467	-0.7789101014443639	-1.3220915423895376	-1.144403720455329	0.5507167054350086	-0.8729154461014139	-0.9712133423041334	-1.0190889948335458	0.5354741470573168	-0.7195675640955019	-0.8832081643086939	-0.8288211458727244
506	-0.9711295212980199	-1.140921175257076	0.8363775395701794	-1.156156315814657	-0.5649227193491888	-0.9136573763575507	-0.9564463703840097	-0.13997058952876984	0.09203295628022823	-1.510153140260376	-0.832802235396524	-0.7343151005557007
511	-0.9862389721444895	-0.7307547502293068	-1.630416010297706	0.8576291748911691	-0.43316114027691355	-0.9191020331423289	-1.3105132657255694	-0.8028976148620384	-0.40738980285432513	-0.8758010682966959	-1.1774157134388337	-0.8367131909570757
515	-1.0550905064489802	-0.4479910139877325	-0.9105643860698255	-0.9195233363749812	-0.9349089054111617	-1.099613286823348	-0.5981724303150954	-0.7851774479044114	-0.04688319815079345	-1.1325656858640367	-1.1274155198754123	-0.12557080937444565
521	-0.8406248173945816	-1.2298973796083483	0.6964556432955882	-1.572995481663646	-0.6102825949576742	-1.0606071374009596	-0.4503353960152141	-0.2817740564973161	-0.15253989041057758	-0.8322739310137214	-0.9082693363692511	-0.7884805352760502
524	-1.2091999841600647	-0.3904778360287415	-0.6541865380638472	-1.087718138875534	-0.7192244604305977	-1.0233763928551949	-1.0392778137541907	-0.9419462853016529	0.5100114122209118	-0.7035563801113771	-1.1983535880172769	-0.9738182866537705
551	-0.5910889103062091	-0.47221810195194336	-1.8463545688820213	-0.7175745439094118	-0.16845981972901647	-1.258032311627634	-1.097137734590772	-0.9198544732608821	-0.510217410662891	-0.5373221816618924	-0.7706515965972551	-0.8050450148604155
556	-1.0589645719594174	-1.3447050837656633	0.6063613527186571	-0.7840372479003319	-0.43216619079573704	-1.206177596408426	-0.6811556492943385	-0.7255144389262542	0.02945549736372277	-0.9481609956571542	-0.36585321465309073	-0.829795959490812
557	-1.2255575307829296	-0.3286748695586915	-0.5685141445151262	-0.7045641508188631	-0.26613455437825384	-1.1509558303288878	-1.1149318785791311	-0.8972067184201423	-0.2389768359668698	-0.8823036025626082	-1.1279990985979527	-0.9627497510365699
570	-0.8691487738345467	-0.7789101014443639	-1.3220915423895376	-1.144403720455329	0.5507167054350086	-0.8729154461014139	-0.9712133423041334	-1.0190889948335458	0.5354741470573168	-0.7195675640955019	-0.8832081643086939	-0.8288211458727244
572	-1.1157933504698287	-0.5689553896891857	-0.06796413850840266	-1.1897520591260333	-0.786807678338258	-1.133572570181346	-0.3492686845834193	-0.9805873811224521	0.3526335782339487	-1.1198704398752042	-1.1669256790940918	-0.5882373143847724
580	-1.0501577728004174	-0.7599115839773104	-0.8319109473199513	-0.7362872731744705	-0.8880608950243585	-0.9358755976740856	-1.127221655978269	-0.8307929940972837	0.8960244746691997	-0.9911982439142644	-1.1330586920739432	-0.945488500063046
581	-1.1998937424719525	-0.9133444795768375	-0.5474784100163326	-1.030386975888611	-0.6168931352160609	-0.9653343123565724	-0.9658237069803529	-0.6806869921340701	0.9934355602222568	-1.3917795417337786	-1.2066396773825325	-0.861301835277692
593	-0.8016865121678771	-0.9662993295139664	-0.7084047794258201	-0.3231260711861813	-0.5532962378537427	-0.9611509728461047	-0.8321289941013088	-1.123055663512733	-0.04243285947931996	-0.7693643665744865	-0.5904023152283129	-0.9367542207000662
606	-0.7369733166233581	-0.7478604823443327	-0.6705236969302721	-1.1085080609553497	-0.6371343083876879	-1.2902835438667322	-0.697033930906887	-1.0475654496021802	-0.07468121110689296	-1.2401327056895581	-0.8130125592225715	0.026009694444581788
608	-1.0699544209455838	-1.3362892202596024	-0.6332184018204086	-0.276278722946528	-0.5709261864983268	-0.7777330818023325	-1.2224651282827677	-0.8692777848734234	-0.39836334277299723	-0.4522091812006229	-0.737122131546401	-0.777583944096925
614	0.8005321345345409	-0.446282393299925	-0.7399536059311618	-0.6060378660240933	-0.8657740804739285	-1.098350671652123	-1.126885015637156	-1.1589967302147544	-0.7672589456532699	-0.9571964012681887	-0.9645110111013202	-1.1193172217441425
620	-1.2832525818456308	-0.6022420732149346	-1.1586080157072973	-1.0416107145177635	-0.5216374972118896	-1.2363226270353938	-1.0610956296680518	-0.919528988294615	-0.45022227008087146	-1.2635246127345474	-0.6022268184251302	-0.009961743826841785
621	-0.5459045789159339	-1.0879556666704775	-0.8682356735337254	-1.2008036007470633	0.38456065679900936	-0.9688665989897162	-0.7541976021949495	-1.0975980045725884	-0.7418352947527886	-0.9358065911423883	-0.6046947413071664	-1.0759526639371888
623	-1.1302402067059867	-0.3781728364504967	-0.5417630960757138	-0.8405441736871837	-0.5764204089605849	-1.0100940279525292	-1.04263891704227	-0.7202527090221917	-0.21542941105671254	-1.080541173929529	-0.8722508968268743	-1.0340455972757918
627	-0.8000948023290909	-0.9965527860176404	-1.1751353569349094	-0.5937617107882063	-0.6463942806565677	-1.0611478355017043	-0.8485927409439282	-0.8875984481582951	-0.8162565800284065	0.8162856253156399	-1.1105112989620398	-0.893302975571519
643	-0.7431629096162747	-0.49625356687502814	-1.07830173350384	-0.592614751237337	-0.686081697000392	-1.1581740954302038	-0.7647372582405901	-0.9740779169600504	0.034581977318674406	-1.1856156392336716	-1.2667514531872275	-0.8570267882081866
644	-1.1490580937046917	-0.6126052839423238	-0.42425310516546944	-0.662069436864293	-0.5988754562810477	-1.1419100663270605	-0.9785273242051729	-0.9204396555084611	-0.030631162460116323	-1.1565614874949852	-1.3799765664068926	-0.900522017414949
648	-1.1376663500156854	-1.3711763875582363	-0.7759185935295694	-0.6804725254781855	-0.8911733640581674	-0.9045348459675401	-0.9211031609808493	0.8035637776908897	0.019910539115382653	-0.5925910411482678	-1.3305972943483173	-0.7048561013236219
658	-0.8008746695120449	-1.7332463477350517	-0.9946636439021788	-0.25903256680560016	0.13479249639304736	-0.9673461945960714	-1.0701530811531956	-0.2165586363936961	-0.6263819015705221	-0.534203159316044	-0.904813114718442	-0.07640599233715706
659	-0.8691487738345467	-0.7789101014443639	-1.3220915423895376	-1.144403720455329	0.5507167054350086	-0.8729154461014139	-0.9712133423041334	-1.0190889948335458	0.5354741470573168	-0.7195675640955019	-0.8832081643086939	-0.8288211458727244
671	-1.1734537966254321	-0.9721172855240982	-0.3088669031576301	-0.9295719151807591	-0.6158631099389749	-0.8863496902068774	-0.9370802734358046	-0.8374835385406696	0.8960215725610842	-1.1616237358514445	-0.798586965444492	-0.7280803911708329
679	-0.9486582732992316	-1.0782542230698813	-0.9323752376290975	0.7516078954176073	-0.83492184525753	-0.5486488238855787	-1.0516115636957968	-0.6777589454094783	-0.2909517956709333	-0.6918028325379204	-1.0508913692249533	-0.9989486138815383
